"id","from_state","from_label","trigger","guard","action","to_state","to_label"
"TCHI017","IMPORT_RESTORE_FAILED_SCREEN","Import failed and restore also failed - DB dir may be empty","user","Dismiss","Return to DB init chooser","DB_INIT_CHOOSER","Show DB Init chooser (Create New / Import Existing)"
"TEXP001","EXPORT_SCOPE","Choose export scope","user","Full Database - Encrypted","Write encrypted snapshot","EXPORT_DB_ENC_RUN","Export encrypted DB snapshot (.db + -wal + -shm or checkpointed)"
"TEXP002","EXPORT_SCOPE","Choose export scope","user","Full Database - Plaintext one-time","Show warning before plaintext export","EXPORT_DB_PLAIN_WARN","Warn about plaintext export visibility"
"TEXP003","EXPORT_SCOPE","Choose export scope","user","Per-module data","","EXPORT_MODULE_SELECT","Choose modules to export"
"TEXP004","EXPORT_DB_ENC_RUN","Export encrypted DB snapshot (.db + -wal + -shm or checkpointed)","complete","","Check export write result","EXPORT_DB_ENC_RESULT","Encrypted export write success?"
"TEXP005","EXPORT_DB_ENC_RESULT","Encrypted export write success?","resolved","Yes","","EXPORT_OK","Export complete"
"TEXP006","EXPORT_DB_ENC_RESULT","Encrypted export write success?","resolved","No","","EXPORT_ERR","Export failed"
"TEXP007","EXPORT_DB_PLAIN_WARN","Warn about plaintext export visibility","show","","Ask user confirmation","EXPORT_DB_PLAIN_CONFIRM","User confirms plaintext export?"
"TEXP008","EXPORT_DB_PLAIN_CONFIRM","User confirms plaintext export?","user","No","Return to export scope selection","EXPORT_SCOPE","Choose export scope"
"TEXP009","EXPORT_DB_PLAIN_CONFIRM","User confirms plaintext export?","user","Yes","Run plaintext export","EXPORT_DB_PLAIN_RUN","Export one-time plaintext DB snapshot"
"TEXP010","EXPORT_DB_PLAIN_RUN","Export one-time plaintext DB snapshot","complete","","Check export result","EXPORT_DB_PLAIN_RESULT","Plaintext export write success?"
"TEXP011","EXPORT_DB_PLAIN_RESULT","Plaintext export write success?","resolved","Yes","","EXPORT_OK","Export complete"
"TEXP012","EXPORT_DB_PLAIN_RESULT","Plaintext export write success?","resolved","No","","EXPORT_ERR","Export failed"
"TEXP013","EXPORT_MODULE_SELECT","Choose modules to export","submit","","Validate module selection","EXPORT_MODULE_SELECTED","At least one module selected?"
"TEXP014","EXPORT_MODULE_SELECTED","At least one module selected?","resolved","No","Require at least one module","EXPORT_MODULE_SELECT","Choose modules to export"
"TEXP015","EXPORT_MODULE_SELECTED","At least one module selected?","resolved","Yes","Run module export","EXPORT_MODULE_RUN","Export selected module data file"
"TEXP016","EXPORT_MODULE_RUN","Export selected module data file","complete","","Check module export result","EXPORT_MODULE_RESULT","Module export write success?"
"TEXP017","EXPORT_MODULE_RESULT","Module export write success?","resolved","Yes","","EXPORT_OK","Export complete"
"TEXP018","EXPORT_MODULE_RESULT","Module export write success?","resolved","No","","EXPORT_ERR","Export failed"
"TEXP019","EXPORT_OK","Export complete","dismiss","","Return to Data Management","DATA_MGMT_HOME","Settings > Data Management"
"TEXP020","EXPORT_ERR","Export failed","dismiss","","Return to Data Management","DATA_MGMT_HOME","Settings > Data Management"
"TAUTO001","APP_RUNTIME_READY","App runtime ready (user starts using app)","auto-backup worker","","Periodic background backup run","AUTO_BK_TRIGGER","AutoBackupWorker periodic run"
"TAUTO002","AUTO_BK_TRIGGER","AutoBackupWorker periodic run","start","","","AUTO_BK_RUN","Copy DB artifacts to auto-backup folder"
"TAUTO003","AUTO_BK_RUN","Copy DB artifacts to auto-backup folder","complete","","Check backup copy result","AUTO_BK_RESULT","Auto-backup copy success?"
"TAUTO004","AUTO_BK_RESULT","Auto-backup copy success?","resolved","Yes","Prune backups first","AUTO_BK_PRUNE","Prune old auto-backups (keep last N)"
"TAUTO005","AUTO_BK_PRUNE","Prune old auto-backups (keep last N)","complete","","Record backup metadata","AUTO_BK_META","Record last auto-backup metadata"
"TAUTO006","AUTO_BK_META","Record last auto-backup metadata","complete","","Return to runtime","APP_RUNTIME_READY","App runtime ready (user starts using app)"
"TAUTO007","AUTO_BK_RESULT","Auto-backup copy success?","resolved","No","Show non-auto-dismissible auto-backup failure message","AUTO_BK_ERR","Auto-backup failed (show non-auto-dismissible error message)"
"TAUTO008","AUTO_BK_ERR","Auto-backup failed (show non-auto-dismissible error message)","dismiss","","User closes auto-backup failure message and returns to runtime","APP_RUNTIME_READY","App runtime ready (user starts using app)"
"TIMP001","IMPORT_TYPE","Choose import source type","user","Full Payanam DB - Replace","","IMPORT_DB_PICKER","Pick full Payanam DB file/folder"
"TIMP002","IMPORT_TYPE","Choose import source type","user","Per-module data","","IMPORT_MOD_PICKER","Pick module import file and options"
"TIMP003","IMPORT_TYPE","Choose import source type","user","uHabits database","","IMPORT_UH_PICKER","Pick uHabits database file"
"TIMP005","IMPORT_TYPE","Choose import source type","user","Back","Return to Data Management","DATA_MGMT_HOME","Settings > Data Management"
"TIMP006","IMPORT_DB_PICKER","Pick full Payanam DB file/folder","show","","Await full DB selection","IMPORT_DB_PICKER_RESULT","Full DB import picker result"
"TIMP007","IMPORT_DB_PICKER_RESULT","Full DB import picker result","resolved","No selection","Return to import type chooser","IMPORT_TYPE","Choose import source type"
"TIMP008","IMPORT_DB_PICKER_RESULT","Full DB import picker result","resolved","Selection","Detect format","IMPORT_DB_DETECT","Detect encryption/format of selected Payanam DB"
"TIMP009","IMPORT_DB_DETECT","Detect encryption/format of selected Payanam DB","complete","","Classify input DB format","IMPORT_DB_FORMAT","Selected Payanam DB format"
"TIMP010","IMPORT_DB_FORMAT","Selected Payanam DB format","resolved","Plaintext detected","Prompt new passphrase to encrypt during import","IMPORT_DB_PLAIN_SCREEN","Plaintext DB detected for full replace import"
"TIMP011","IMPORT_DB_FORMAT","Selected Payanam DB format","resolved","Encrypted detected","Prompt existing passphrase","IMPORT_DB_ENC_SCREEN","Encrypted DB detected for full replace import"
"TIMP012","IMPORT_DB_FORMAT","Selected Payanam DB format","resolved","Unknown or corrupt","Show invalid DB error","IMPORT_DB_BAD","Selected file is not a valid usable Payanam DB"
"TIMP013","IMPORT_DB_BAD","Selected file is not a valid usable Payanam DB","show","","Offer select different or back","IMPORT_DB_BAD_ACTION","User choice after invalid full DB import file"
"TIMP014","IMPORT_DB_BAD_ACTION","User choice after invalid full DB import file","user","Select Different","","IMPORT_DB_PICKER","Pick full Payanam DB file/folder"
"TIMP015","IMPORT_DB_BAD_ACTION","User choice after invalid full DB import file","user","Back","","IMPORT_TYPE","Choose import source type"
"TIMP016","IMPORT_DB_PLAIN_SCREEN","Plaintext DB detected for full replace import","submit","","Validate new passphrase","IMPORT_DB_PLAIN_PASS","Valid passphrase provided for plaintext DB import?"
"TIMP017","IMPORT_DB_PLAIN_PASS","Valid passphrase provided for plaintext DB import?","resolved","No","Retry passphrase setup","IMPORT_DB_PLAIN_SCREEN","Plaintext DB detected for full replace import"
"TIMP018","IMPORT_DB_PLAIN_PASS","Valid passphrase provided for plaintext DB import?","resolved","Yes","Close Room and prepare full replace import","IMPORT_DB_HANDOFF","Close Room and enter maintenance replace flow"
"TIMP019","IMPORT_DB_ENC_SCREEN","Encrypted DB detected for full replace import","submit","","Verify imported DB passphrase","IMPORT_DB_ENC_PASS","Encrypted DB passphrase verified?"
"TIMP020","IMPORT_DB_ENC_PASS","Encrypted DB passphrase verified?","resolved","No","Show retry/cancel options","IMPORT_DB_ENC_RETRY","Invalid imported DB passphrase (full replace)"
"TIMP021","IMPORT_DB_ENC_RETRY","Invalid imported DB passphrase (full replace)","show","","Await retry or cancel","IMPORT_DB_ENC_RETRY_ACTION","User action after invalid full DB import passphrase"
"TIMP022","IMPORT_DB_ENC_RETRY_ACTION","User action after invalid full DB import passphrase","user","Retry","","IMPORT_DB_ENC_SCREEN","Encrypted DB detected for full replace import"
"TIMP023","IMPORT_DB_ENC_RETRY_ACTION","User action after invalid full DB import passphrase","user","Cancel","Return to import type chooser","IMPORT_TYPE","Choose import source type"
"TIMP024","IMPORT_DB_ENC_PASS","Encrypted DB passphrase verified?","resolved","Yes","Close Room and prepare full replace import","IMPORT_DB_HANDOFF","Close Room and enter maintenance replace flow"
"TIMP025","IMPORT_DB_HANDOFF","Close Room and enter maintenance replace flow","continue","","Backup existing DB and encryption state then execute replace flow","IMPORT_DB_EXECUTE","Execute full DB replace import (backup DB + encryption state, replace, configure encryption with import passphrase, validate)"
"TIMP026","IMPORT_DB_EXECUTE","Execute full DB replace import (backup DB + encryption state, replace, configure encryption with import passphrase, validate)","complete","","Evaluate replace-import result","IMPORT_DB_RESULT","Full DB replace import success?"
"TIMP027","IMPORT_DB_RESULT","Full DB replace import success?","resolved","Yes","","IMPORT_DB_OK","Full DB import complete (restart required)"
"TIMP028","IMPORT_DB_RESULT","Full DB replace import success?","resolved","No","Rollback to previous DB and encryption state snapshot","IMPORT_DB_ROLLBACK","Restore previous DB + encryption state from backup snapshot"
"TIMP029","IMPORT_DB_ROLLBACK","Restore previous DB + encryption state from backup snapshot","complete","","Show failure after rollback","IMPORT_DB_ERR","Full DB import failed (previous DB restored)"
"TIMP030","IMPORT_DB_ERR","Full DB import failed (previous DB restored)","dismiss","","Return to import type chooser","IMPORT_TYPE","Choose import source type"
"TIMP031","IMPORT_DB_OK","Full DB import complete (restart required)","ack","","Restart app process","IMPORT_DB_RESTART","Restart app to reopen imported DB"
"TIMP032","IMPORT_DB_RESTART","Restart app to reopen imported DB","complete","","Re-enter boot flow after full DB replace","APP_LAUNCH","App launch (pre-Room)"
"TIMP033","IMPORT_MOD_PICKER","Pick module import file and options","submit","","Validate module file and requested import options","IMPORT_MOD_VALID","Module import file valid?"
"TIMP034","IMPORT_MOD_VALID","Module import file valid?","resolved","No","Show module import error","IMPORT_MOD_ERR","Module import failed"
"TIMP035","IMPORT_MOD_VALID","Module import file valid?","resolved","Yes","Run module import","IMPORT_MOD_EXECUTE","Execute module import (replace/merge)"
"TIMP036","IMPORT_MOD_EXECUTE","Execute module import (replace/merge)","complete","","Evaluate module import result","IMPORT_MOD_RESULT","Module import success?"
"TIMP037","IMPORT_MOD_RESULT","Module import success?","resolved","Yes","","IMPORT_MOD_OK","Module import complete (no restart required)"
"TIMP038","IMPORT_MOD_RESULT","Module import success?","resolved","No","","IMPORT_MOD_ERR","Module import failed"
"TIMP039","IMPORT_MOD_OK","Module import complete (no restart required)","dismiss","","Return to Data Management","DATA_MGMT_HOME","Settings > Data Management"
"TIMP040","IMPORT_MOD_ERR","Module import failed","dismiss","","Return to import type chooser","IMPORT_TYPE","Choose import source type"
"TIMP041","IMPORT_UH_PICKER","Pick uHabits database file","submit","","Run uHabits import","IMPORT_UH_EXECUTE","Import uHabits data (merge)"
"TIMP042","IMPORT_UH_EXECUTE","Import uHabits data (merge)","complete","","Evaluate uHabits import result","IMPORT_UH_RESULT","uHabits import success?"
"TIMP043","IMPORT_UH_RESULT","uHabits import success?","resolved","Yes","","IMPORT_UH_OK","uHabits import complete (no restart required)"
"TIMP044","IMPORT_UH_RESULT","uHabits import success?","resolved","No","","IMPORT_UH_ERR","uHabits import failed"
"TIMP045","IMPORT_UH_OK","uHabits import complete (no restart required)","dismiss","","Return to Data Management","DATA_MGMT_HOME","Settings > Data Management"
"TIMP046","IMPORT_UH_ERR","uHabits import failed","dismiss","","Return to import type chooser","IMPORT_TYPE","Choose import source type"
